img_id,class_name,binary_label,mode,whole_score,patch_evidence,fused_score,patch_available,num_patches,forward_passes,reused_scores,coverage,patch_seconds,whole_seconds,total_seconds,peak_memory_mb,decision_whole,decision_fused,decision_changed
full_synthetic_002872,full_synthetic,1,uncertain_only,0.999701,,0.999701,False,0,0,0,,0.0,0.5531,0.5531,,1,1,0
27c3f06ec5dc2ba3,real,0,off,0.055359,,0.055359,False,0,0,0,,0.0,0.5319,0.5319,,0,0,0
27c3f06ec5dc2ba3,real,0,coarse,0.055359,0.860225,0.256576,True,4,4,0,0.361111,1.9182,0.5319,2.45,2105.044736,0,0,0
27c3f06ec5dc2ba3,real,0,full,0.055359,0.89902,0.266274,True,12,12,0,0.875,5.6566,0.5319,6.1885,2105.044736,0,0,0
27c3f06ec5dc2ba3,real,0,top_k,0.055359,0.9097,0.268944,True,12,12,0,0.361111,5.8736,0.5319,6.4055,2105.044736,0,0,0
27c3f06ec5dc2ba3,real,0,uncertain_only,0.055359,,0.055359,False,0,0,0,,0.0,0.5319,0.5319,,0,0,0
full_synthetic_003406,full_synthetic,1,off,0.99969,,0.99969,False,0,0,0,,0.0,0.5459,0.5459,,1,1,0
full_synthetic_003406,full_synthetic,1,coarse,0.99969,0.991693,0.997691,True,4,4,0,0.25,1.9335,0.5459,2.4794,2105.044736,1,1,0
full_synthetic_003406,full_synthetic,1,full,0.99969,0.994242,0.998328,True,12,12,0,0.664062,5.6987,0.5459,6.2446,2105.044736,1,1,0
full_synthetic_003406,full_synthetic,1,top_k,0.99969,0.991693,0.997691,True,12,12,0,0.25,5.7337,0.5459,6.2796,2105.044736,1,1,0
full_synthetic_003406,full_synthetic,1,uncertain_only,0.99969,,0.99969,False,0,0,0,,0.0,0.5459,0.5459,,1,1,0
0be8f77f1614556e,real,0,off,0.095971,,0.095971,False,0,0,0,,0.0,0.5319,0.5319,,0,0,0
0be8f77f1614556e,real,0,coarse,0.095971,0.075236,0.090787,True,4,4,0,0.433164,1.9106,0.5319,2.4425,2105.044736,0,0,0
0be8f77f1614556e,real,0,full,0.095971,0.094775,0.095672,True,12,12,0,0.887479,5.744,0.5319,6.2759,2105.044736,0,0,0
0be8f77f1614556e,real,0,top_k,0.095971,0.131373,0.104821,True,12,12,0,0.433164,5.934,0.5319,6.466,2105.044736,0,0,0
0be8f77f1614556e,real,0,uncertain_only,0.095971,,0.095971,False,0,0,0,,0.0,0.5319,0.532,,0,0,0
c5cf1481d441cb77,real,0,off,0.050313,,0.050313,False,0,0,0,,0.0,0.5687,0.5687,,0,0,0
c5cf1481d441cb77,real,0,coarse,0.050313,0.169494,0.080108,True,4,4,0,0.343704,1.9619,0.5687,2.5306,2105.044736,0,0,0
c5cf1481d441cb77,real,0,full,0.050313,0.230773,0.095428,True,12,12,0,0.779191,5.7623,0.5687,6.331,2105.044736,0,0,0
c5cf1481d441cb77,real,0,top_k,0.050313,0.191228,0.085542,True,12,12,0,0.343704,5.9396,0.5687,6.5083,2105.044736,0,0,0
c5cf1481d441cb77,real,0,uncertain_only,0.050313,,0.050313,False,0,0,0,,0.0,0.5687,0.5687,,0,0,0
tampered_07569,tampered,1,off,0.003666,,0.003666,False,0,0,0,,0.0,0.5581,0.5582,,0,0,0
tampered_07569,tampered,1,coarse,0.003666,0.032666,0.010916,True,4,4,0,0.25,1.9467,0.5581,2.5049,2105.044736,0,0,0
tampered_07569,tampered,1,full,0.003666,0.039486,0.012621,True,12,12,0,0.664062,5.7687,0.5581,6.3269,2105.044736,0,0,0
tampered_07569,tampered,1,top_k,0.003666,0.108779,0.029944,True,12,12,0,0.25,5.9898,0.5581,6.548,2105.044736,0,0,0
tampered_07569,tampered,1,uncertain_only,0.003666,,0.003666,False,0,0,0,,0.0,0.5581,0.5582,,0,0,0
full_synthetic_005248,full_synthetic,1,off,0.998898,,0.998898,False,0,0,0,,0.0,0.55,0.55,,1,1,0
full_synthetic_005248,full_synthetic,1,coarse,0.998898,0.972736,0.992357,True,4,4,0,0.25,1.9565,0.55,2.5065,2105.044736,1,1,0
full_synthetic_005248,full_synthetic,1,full,0.998898,0.996319,0.998253,True,12,12,0,0.664062,5.7505,0.55,6.3004,2105.044736,1,1,0
full_synthetic_005248,full_synthetic,1,top_k,0.998898,0.981381,0.994518,True,12,12,0,0.25,5.904,0.55,6.454,2105.044736,1,1,0
full_synthetic_005248,full_synthetic,1,uncertain_only,0.998898,,0.998898,False,0,0,0,,0.0,0.55,0.55,,1,1,0
f09e3a1151ad2a6d,real,0,off,0.072929,,0.072929,False,0,0,0,,0.0,0.5335,0.5335,,0,0,0
f09e3a1151ad2a6d,real,0,coarse,0.072929,0.321222,0.135003,True,4,4,0,0.357926,1.9338,0.5335,2.4674,2105.044736,0,0,0
f09e3a1151ad2a6d,real,0,full,0.072929,0.549025,0.191953,True,12,12,0,0.875,5.724,0.5335,6.2575,2105.044736,0,0,0
f09e3a1151ad2a6d,real,0,top_k,0.072929,0.486803,0.176398,True,12,12,0,0.357926,5.7684,0.5335,6.3019,2105.044736,0,0,0
f09e3a1151ad2a6d,real,0,uncertain_only,0.072929,,0.072929,False,0,0,0,,0.0,0.5335,0.5335,,0,0,0
tampered_05545,tampered,1,off,0.245159,,0.245159,False,0,0,0,,0.0,0.5328,0.5328,,0,0,0
tampered_05545,tampered,1,coarse,0.245159,0.607897,0.335844,True,4,4,0,0.25,1.9279,0.5328,2.4607,2105.044736,0,0,0
tampered_05545,tampered,1,full,0.245159,0.807311,0.385697,True,12,12,0,0.664062,5.6905,0.5328,6.2232,2105.044736,0,0,0
tampered_05545,tampered,1,top_k,0.245159,0.615565,0.337761,True,12,12,0,0.25,5.7801,0.5328,6.3128,2105.044736,0,0,0
tampered_05545,tampered,1,uncertain_only,0.245159,0.807311,0.385697,True,12,12,0,0.664062,5.7169,0.5328,6.2497,2105.044736,0,0,0
c8ef1b2afccd2a46,real,0,off,0.061613,,0.061613,False,0,0,0,,0.0,0.5545,0.5546,,0,0,0
c8ef1b2afccd2a46,real,0,coarse,0.061613,0.250946,0.108946,True,4,4,0,0.333333,1.9302,0.5545,2.4847,2105.044736,0,0,0
c8ef1b2afccd2a46,real,0,full,0.061613,0.263225,0.112016,True,12,12,0,0.755208,5.701,0.5545,6.2556,2105.044736,0,0,0
c8ef1b2afccd2a46,real,0,top_k,0.061613,0.401599,0.146609,True,12,12,0,0.333333,5.8694,0.5545,6.4239,2105.044736,0,0,0
c8ef1b2afccd2a46,real,0,uncertain_only,0.061613,,0.061613,False,0,0,0,,0.0,0.5545,0.5546,,0,0,0
tampered_04834,tampered,1,off,0.793444,,0.793444,False,0,0,0,,0.0,0.543,0.5431,,1,1,0
tampered_04834,tampered,1,coarse,0.793444,0.246081,0.656603,True,4,4,0,0.25,1.9192,0.543,2.4622,2105.044736,1,1,0
tampered_04834,tampered,1,full,0.793444,0.831003,0.802833,True,12,12,0,0.664062,5.6041,0.543,6.1472,2105.044736,1,1,0
tampered_04834,tampered,1,top_k,0.793444,0.246081,0.656603,True,12,12,0,0.25,5.762,0.543,6.305,2105.044736,1,1,0
tampered_04834,tampered,1,uncertain_only,0.793444,0.831003,0.802833,True,12,12,0,0.664062,5.7105,0.543,6.2536,2105.044736,1,1,0
tampered_04879,tampered,1,off,0.382061,,0.382061,False,0,0,0,,0.0,0.5582,0.5583,,0,0,0
tampered_04879,tampered,1,coarse,0.382061,0.149028,0.323803,True,4,4,0,0.25,1.9335,0.5582,2.4917,2105.044736,0,0,0
tampered_04879,tampered,1,full,0.382061,0.240066,0.346562,True,12,12,0,0.664062,5.7157,0.5582,6.274,2105.044736,0,0,0
tampered_04879,tampered,1,top_k,0.382061,0.191598,0.334445,True,12,12,0,0.25,5.8992,0.5582,6.4574,2105.044736,0,0,0
tampered_04879,tampered,1,uncertain_only,0.382061,0.240066,0.346562,True,12,12,0,0.664062,5.7038,0.5582,6.2621,2105.044736,0,0,0
tampered_07995,tampered,1,off,0.986245,,0.986245,False,0,0,0,,0.0,0.6291,0.6291,,1,1,0
tampered_07995,tampered,1,coarse,0.986245,0.201844,0.790145,True,4,4,0,0.25,1.9196,0.6291,2.5486,2105.044736,1,1,0
tampered_07995,tampered,1,full,0.986245,0.667441,0.906544,True,12,12,0,0.664062,5.6853,0.6291,6.3144,2105.044736,1,1,0
tampered_07995,tampered,1,top_k,0.986245,0.201844,0.790145,True,12,12,0,0.25,5.8128,0.6291,6.4419,2105.044736,1,1,0
tampered_07995,tampered,1,uncertain_only,0.986245,,0.986245,False,0,0,0,,0.0,0.6291,0.6291,,1,1,0
tampered_06792,tampered,1,off,0.221845,,0.221845,False,0,0,0,,0.0,0.559,0.559,,0,0,0
tampered_06792,tampered,1,coarse,0.221845,0.122918,0.197113,True,4,4,0,0.25,1.9275,0.559,2.4865,2105.044736,0,0,0
tampered_06792,tampered,1,full,0.221845,0.164268,0.207451,True,12,12,0,0.664062,5.7219,0.559,6.2809,2105.044736,0,0,0
tampered_06792,tampered,1,top_k,0.221845,0.20245,0.216996,True,12,12,0,0.25,5.7764,0.559,6.3354,2105.044736,0,0,0
tampered_06792,tampered,1,uncertain_only,0.221845,0.164268,0.207451,True,12,12,0,0.664062,5.6477,0.559,6.2067,2105.044736,0,0,0
tampered_07293,tampered,1,off,0.058577,,0.058577,False,0,0,0,,0.0,0.5619,0.5619,,0,0,0
tampered_07293,tampered,1,coarse,0.058577,0.020653,0.049096,True,4,4,0,0.25,1.9259,0.5619,2.4878,2105.044736,0,0,0
tampered_07293,tampered,1,full,0.058577,0.054694,0.057606,True,12,12,0,0.664062,5.684,0.5619,6.2459,2105.044736,0,0,0
tampered_07293,tampered,1,top_k,0.058577,0.137231,0.07824,True,12,12,0,0.25,5.7698,0.5619,6.3317,2105.044736,0,0,0
tampered_07293,tampered,1,uncertain_only,0.058577,,0.058577,False,0,0,0,,0.0,0.5619,0.5619,,0,0,0
tampered_00122,tampered,1,off,0.002355,,0.002355,False,0,0,0,,0.0,0.5349,0.5349,,0,0,0
tampered_00122,tampered,1,coarse,0.002355,0.016164,0.005808,True,4,4,0,0.25,1.9317,0.5349,2.4666,2105.044736,0,0,0
tampered_00122,tampered,1,full,0.002355,0.013667,0.005183,True,12,12,0,0.664062,5.699,0.5349,6.2339,2105.044736,0,0,0
tampered_00122,tampered,1,top_k,0.002355,0.021184,0.007063,True,12,12,0,0.25,5.8025,0.5349,6.3374,2105.044736,0,0,0
tampered_00122,tampered,1,uncertain_only,0.002355,,0.002355,False,0,0,0,,0.0,0.5349,0.5349,,0,0,0
full_synthetic_007583,full_synthetic,1,off,0.999014,,0.999014,False,0,0,0,,0.0,0.5302,0.5302,,1,1,0
full_synthetic_007583,full_synthetic,1,coarse,0.999014,0.98717,0.996053,True,4,4,0,0.25,1.92,0.5302,2.4502,2105.044736,1,1,0
full_synthetic_007583,full_synthetic,1,full,0.999014,0.993286,0.997582,True,12,12,0,0.664062,5.6836,0.5302,6.2138,2105.044736,1,1,0
full_synthetic_007583,full_synthetic,1,top_k,0.999014,0.98717,0.996053,True,12,12,0,0.25,5.8022,0.5302,6.3324,2105.044736,1,1,0
full_synthetic_007583,full_synthetic,1,uncertain_only,0.999014,,0.999014,False,0,0,0,,0.0,0.5302,0.5302,,1,1,0
e893057079087908,real,0,off,0.03662,,0.03662,False,0,0,0,,0.0,0.5425,0.5425,,0,0,0
e893057079087908,real,0,coarse,0.03662,0.0063,0.02904,True,4,4,0,0.333551,1.9211,0.5425,2.4636,2105.044736,0,0,0
e893057079087908,real,0,full,0.03662,0.006825,0.029171,True,12,12,0,0.755711,5.7088,0.5425,6.2513,2105.044736,0,0,0
e893057079087908,real,0,top_k,0.03662,0.020968,0.032707,True,12,12,0,0.333551,5.8312,0.5425,6.3737,2105.044736,0,0,0
e893057079087908,real,0,uncertain_only,0.03662,,0.03662,False,0,0,0,,0.0,0.5425,0.5425,,0,0,0
tampered_00709,tampered,1,off,0.579698,,0.579698,False,0,0,0,,0.0,0.537,0.537,,1,1,0
tampered_00709,tampered,1,coarse,0.579698,0.561735,0.575207,True,4,4,0,0.25,1.937,0.537,2.474,2105.044736,1,1,0
tampered_00709,tampered,1,full,0.579698,0.79311,0.633051,True,12,12,0,0.664062,5.71,0.537,6.247,2105.044736,1,1,0
tampered_00709,tampered,1,top_k,0.579698,0.561735,0.575207,True,12,12,0,0.25,5.7568,0.537,6.2937,2105.044736,1,1,0
tampered_00709,tampered,1,uncertain_only,0.579698,0.79311,0.633051,True,12,12,0,0.664062,5.6995,0.537,6.2365,2105.044736,1,1,0
full_synthetic_004113,full_synthetic,1,off,0.99911,,0.99911,False,0,0,0,,0.0,0.5523,0.5523,,1,1,0
full_synthetic_004113,full_synthetic,1,coarse,0.99911,0.996773,0.998526,True,4,4,0,0.25,1.9277,0.5523,2.48,2105.044736,1,1,0
full_synthetic_004113,full_synthetic,1,full,0.99911,0.997688,0.998755,True,12,12,0,0.664062,5.6861,0.5523,6.2385,2105.044736,1,1,0
full_synthetic_004113,full_synthetic,1,top_k,0.99911,0.997539,0.998718,True,12,12,0,0.25,5.774,0.5523,6.3263,2105.044736,1,1,0
full_synthetic_004113,full_synthetic,1,uncertain_only,0.99911,,0.99911,False,0,0,0,,0.0,0.5523,0.5523,,1,1,0
full_synthetic_000902,full_synthetic,1,off,0.999005,,0.999005,False,0,0,0,,0.0,0.5312,0.5312,,1,1,0
full_synthetic_000902,full_synthetic,1,coarse,0.999005,0.99484,0.997964,True,4,4,0,0.25,1.9219,0.5312,2.4531,2105.044736,1,1,0
full_synthetic_000902,full_synthetic,1,full,0.999005,0.996862,0.998469,True,12,12,0,0.664062,5.6835,0.5312,6.2147,2105.044736,1,1,0
full_synthetic_000902,full_synthetic,1,top_k,0.999005,0.99484,0.997964,True,12,12,0,0.25,5.8328,0.5312,6.364,2105.044736,1,1,0
full_synthetic_000902,full_synthetic,1,uncertain_only,0.999005,,0.999005,False,0,0,0,,0.0,0.5312,0.5312,,1,1,0
